Date,Open,High,Low,Close,Adj Close,Volume
1980-01-02,15.057360649108887,15.41586971282959,14.937858581542969,14.937858581542969,4.046268463134766,1723808
1980-01-03,14.937858581542969,15.176863670349121,14.639101028442383,15.176863670349121,4.111008644104004,2553495
1980-01-04,15.176863670349121,15.236616134643555,15.057360649108887,15.146988868713379,4.102915287017822,1978195
1980-01-07,15.146988868713379,15.146988868713379,14.967734336853027,15.087237358093262,4.08673095703125,1480718
1980-01-08,15.087237358093262,16.13288688659668,14.967734336853027,16.103010177612305,4.361876010894775,2968130
1980-01-09,16.103010177612305,16.252389907836914,15.625,15.625,4.232397556304932,3380672
1980-01-10,15.774378776550293,16.192638397216797,15.774378776550293,16.13288688659668,4.369968891143799,2219194
1980-01-11,16.13288688659668,16.31214141845703,15.6847505569458,16.013383865356445,4.337597370147705,2280280
1980-01-14,16.013383865356445,16.073135375976562,15.83413028717041,15.983509063720703,4.32950496673584,1663977
1980-01-15,15.983509063720703,16.79015350341797,15.893880844116211,16.760276794433594,4.539913654327393,3922500
1980-01-16,16.760276794433594,16.939531326293945,16.670650482177734,16.73040199279785,4.531820774078369,6284368
1980-01-17,16.73040199279785,16.82002830505371,16.5511474609375,16.5511474609375,4.4832658767700195,2564792
1980-01-18,16.5511474609375,16.670650482177734,16.401769638061523,16.64077377319336,4.507541656494141,2732570
1980-01-21,16.64077377319336,16.700525283813477,16.491395950317383,16.491395950317383,4.467080116271973,1557285
1980-01-22,16.491395950317383,16.700525283813477,16.491395950317383,16.491395950317383,4.467080116271973,1766066
1980-01-23,16.491395950317383,17.029159545898438,16.491395950317383,17.029159545898438,4.612744331359863,2218357
1980-01-24,17.029159545898438,17.088909149169922,16.760276794433594,16.879779815673828,4.572284698486328,2291158
1980-01-25,16.879779815673828,16.909656524658203,16.700525283813477,16.760276794433594,4.539913654327393,1405406
1980-01-28,16.760276794433594,17.208412170410156,16.760276794433594,16.969406127929688,4.596560001373291,1522976
1980-01-29,16.969406127929688,17.05903434753418,16.581022262573242,16.82002830505371,4.5560994148254395,1496617
1980-01-30,16.82002830505371,16.879779815673828,16.64077377319336,16.82002830505371,4.5560994148254395,1452266
1980-01-31,16.82002830505371,16.999282836914062,16.31214141845703,16.401769638061523,4.442803859710693,2451824
1980-02-01,16.401769638061523,16.610898971557617,16.342016220092773,16.581022262573242,4.491358757019043,1513353
1980-02-04,16.581022262573242,16.64077377319336,16.401769638061523,16.521272659301758,4.4751739501953125,1205829
1980-02-05,16.521272659301758,16.64077377319336,16.431644439697266,16.64077377319336,4.507541656494141,1595778
1980-02-06,16.491395950317383,16.491395950317383,16.192638397216797,16.342016220092773,4.4819793701171875,2133003
