Date,Open,High,Low,Close,Adj Close,Volume
1983-06-17,0.34375,0.34895798563957214,0.34375,0.34375,0.23411968350410461,42936000
1983-06-20,0.30729201436042786,0.30729201436042786,0.30208298563957214,0.30208298563957214,0.2057412713766098,7329600
1983-06-21,0.30208298563957214,0.3125,0.30208298563957214,0.30208298563957214,0.2057412713766098,2280000
1983-06-22,0.3125,0.31770798563957214,0.3125,0.3125,0.2128361165523529,5937600
1983-06-23,0.3125,0.31770798563957214,0.3125,0.3125,0.2128361165523529,1272000
1983-06-24,0.3125,0.3125,0.30729201436042786,0.30729201436042786,0.20928902924060822,1574400
1983-06-27,0.28125,0.28125,0.27083298563957214,0.27083298563957214,0.18445774912834167,5884800
1983-06-28,0.27083298563957214,0.27604201436042786,0.27083298563957214,0.27083298563957214,0.18445774912834167,4987200
1983-06-29,0.27083298563957214,0.27083298563957214,0.265625,0.265625,0.18091067671775818,1056000
1983-06-30,0.27083298563957214,0.27864599227905273,0.27083298563957214,0.27083298563957214,0.18445774912834167,2164800
1983-07-01,0.27083298563957214,0.27604201436042786,0.27083298563957214,0.27083298563957214,0.18445774912834167,350400
1983-07-05,0.27083298563957214,0.27083298563957214,0.26041701436042786,0.26041701436042786,0.17736367881298065,576000
1983-07-06,0.26041701436042786,0.265625,0.26041701436042786,0.26041701436042786,0.17736367881298065,638400
1983-07-07,0.265625,0.27083298563957214,0.265625,0.265625,0.18091067671775818,1046400
1983-07-08,0.265625,0.27083298563957214,0.26041701436042786,0.26041701436042786,0.17736367881298065,681600
1983-07-11,0.265625,0.27083298563957214,0.265625,0.265625,0.18091067671775818,729600
1983-07-12,0.265625,0.27604201436042786,0.265625,0.265625,0.18091067671775818,777600
1983-07-13,0.27604201436042786,0.28645798563957214,0.27604201436042786,0.27604201436042786,0.1880054473876953,4420800
1983-07-14,0.27864599227905273,0.28645798563957214,0.27864599227905273,0.27864599227905273,0.18977896869182587,777600
1983-07-15,0.27864599227905273,0.28645798563957214,0.27864599227905273,0.27864599227905273,0.18977896869182587,897600
1983-07-18,0.27864599227905273,0.28125,0.27604201436042786,0.27604201436042786,0.1880054473876953,456000
1983-07-19,0.27604201436042786,0.28125,0.27083298563957214,0.27083298563957214,0.18445774912834167,417600
1983-07-20,0.27083298563957214,0.2734380066394806,0.26822900772094727,0.26822900772094727,0.18268419802188873,484800
1983-07-21,0.265625,0.265625,0.25520798563957214,0.25520798563957214,0.17381595075130463,1156800
1983-07-22,0.25520798563957214,0.25520798563957214,0.25260400772094727,0.25260400772094727,0.17204239964485168,3038400
1983-07-25,0.25260400772094727,0.2578130066394806,0.25260400772094727,0.25260400772094727,0.17204239964485168,1401600
1983-07-26,0.25260400772094727,0.2578130066394806,0.25260400772094727,0.25260400772094727,0.17204239964485168,2697600
1983-07-27,0.25,0.25,0.2421880066394806,0.2421880066394806,0.16494831442832947,566400
1983-07-28,0.2421880066394806,0.2421880066394806,0.2421880066394806,0.2421880066394806,0.16494831442832947,0
1983-07-29,0.2421880066394806,0.25,0.23958300054073334,0.23958300054073334,0.16317413747310638,734400
1983-08-01,0.23958300054073334,0.23958300054073334,0.234375,0.234375,0.1596270501613617,710400
1983-08-02,0.234375,0.23958300054073334,0.23177100718021393,0.23177100718021393,0.15785354375839233,225600
1983-08-03,0.23177100718021393,0.23958300054073334,0.23177100718021393,0.23177100718021393,0.15785354375839233,105600
1983-08-04,0.23177100718021393,0.234375,0.22395800054073334,0.22395800054073334,0.15253229439258575,360000
1983-08-05,0.22395800054073334,0.2265630066394806,0.21875,0.21875,0.14898531138896942,417600
1983-08-08,0.21875,0.21875,0.21354199945926666,0.21354199945926666,0.14543825387954712,292800
1983-08-09,0.21354199945926666,0.21354199945926666,0.20572899281978607,0.20572899281978607,0.14011697471141815,849600
1983-08-10,0.20572899281978607,0.21354199945926666,0.20572899281978607,0.20572899281978607,0.14011697471141815,700800
1983-08-11,0.20572899281978607,0.21354199945926666,0.20572899281978607,0.20572899281978607,0.14011697471141815,124800
1983-08-12,0.20572899281978607,0.2109380066394806,0.20572899281978607,0.20572899281978607,0.14011697471141815,201600
